"","model","sample_id","rmse","mae","mad","ls"
"summary",2,57,0.721393534909828,0.721393534909828,0.721393534909828,0.260204316104849
"summary",1,58,0.0769068823989041,0.0769068823989041,0.0769068823989041,2.05248202522058
"summary",2,58,0.114322220662484,0.114322220662484,0.114322220662484,1.8623853077875
"summary",1,59,0.85648285855559,0.85648285855559,0.85648285855559,1.85950168369039
"summary",2,59,0.747733542152587,0.747733542152587,0.747733542152587,1.62576035243173
"summary",1,60,0.037592327922214,0.037592327922214,0.037592327922214,3.04508110742301
"summary",2,60,0.313933298353534,0.313933298353534,0.313933298353534,2.85573044692864
"summary",1,61,0.137786354285555,0.137786354285555,0.137786354285555,2.05968550311971
"summary",2,61,0.222955558969611,0.222955558969611,0.222955558969611,1.87591262604612
"summary",1,62,0.879245588937357,0.879245588937357,0.879245588937357,2.78067151625533
"summary",2,62,0.822611383061966,0.822611383061966,0.822611383061966,2.52310885311731
"summary",1,63,0.677540516687371,0.677540516687371,0.677540516687371,1.72234538464701
"summary",2,63,0.948059255656012,0.948059255656012,0.948059255656012,1.79195067263081
"summary",1,64,1.42985887538468,1.42985887538468,1.42985887538468,1.02224820175816
"summary",2,64,1.49837110383107,1.49837110383107,1.49837110383107,1.12255798239798
"summary",1,65,1.03894754289295,1.03894754289295,1.03894754289295,3.85630367799869
"summary",2,65,1.08886325018865,1.08886325018865,1.08886325018865,3.65787193584658
"summary",1,66,0.515365177755896,0.515365177755896,0.515365177755896,2.17917563537607
"summary",2,66,1.02436454389463,1.02436454389463,1.02436454389463,2.37701825635097
"summary",1,67,1.14206670106596,1.14206670106596,1.14206670106596,4.8414411558631
"summary",2,67,0.471216896880096,0.471216896880096,0.471216896880096,4.06180313224433
"summary",1,68,0.251199001395975,0.251199001395975,0.251199001395975,2.06996924042224
"summary",2,68,1.1042851990332,1.1042851990332,1.1042851990332,2.46519545285849
"summary",1,69,0.80092083488562,0.80092083488562,0.80092083488562,0.320737091876939
"summary",2,69,1.88463719179721,1.88463719179721,1.88463719179721,1.77592867235264
"summary",1,70,0.397875292338307,0.397875292338307,0.397875292338307,2.48221130049322
"summary",2,70,1.26962063044908,1.26962063044908,1.26962063044908,2.98725625087684
"summary",1,71,0.114243628892965,0.114243628892965,0.114243628892965,0.00652580337131672
"summary",2,71,1.27910880028502,1.27910880028502,1.27910880028502,0.818059661483292
"summary",1,72,0.310390114079703,0.310390114079703,0.310390114079703,3.83353531190071
"summary",2,72,0.407696392406982,0.407696392406982,0.407696392406982,3.6161366454152
"summary",1,73,1.17111417018312,1.17111417018312,1.17111417018312,5.94431288339479
"summary",2,73,0.028244430797799,0.028244430797799,0.028244430797799,5.00038551368331
"summary",1,74,0.411935275855644,0.411935275855644,0.411935275855644,5.57458326732251
"summary",2,74,0.13780062668171,0.13780062668171,0.13780062668171,5.23614186201582
"summary",1,75,1.40549970384553,1.40549970384553,1.40549970384553,0.987714708754942
"summary",2,75,2.25147388904644,2.25147388904644,2.25147388904644,2.53456733652894
"summary",1,76,0.869376322709825,0.869376322709825,0.869376322709825,0.377907595244229
"summary",2,76,1.01577116483302,1.01577116483302,1.01577116483302,0.515895529653114
"summary",1,77,1.22583849682745,1.22583849682745,1.22583849682745,5.74762966859873
"summary",2,77,2.33189611190123,2.33189611190123,2.33189611190123,7.42721998537096
"summary",1,78,0.470220613032843,0.470220613032843,0.470220613032843,2.16112512686894
"summary",2,78,0.923238453088996,0.923238453088996,0.923238453088996,2.28171746378913
"summary",1,79,1.58701643413457,1.58701643413457,1.58701643413457,5.77272636190444
"summary",2,79,2.14573499812316,2.14573499812316,2.14573499812316,6.54467871937484
"summary",1,80,0.588392529001446,0.588392529001446,0.588392529001446,3.04405475023822
"summary",2,80,0.397718864953878,0.397718864953878,0.397718864953878,2.71888100291673
"summary",1,81,1.0318183314788,1.0318183314788,1.0318183314788,0.532324534587851
"summary",2,81,1.21837369399946,1.21837369399946,1.21837369399946,0.742217229114941
"summary",1,82,0.514266411692705,0.514266411692705,0.514266411692705,1.62719132897788
"summary",2,82,0.338584395352763,0.338584395352763,0.338584395352763,1.40272212114143
"summary",1,83,0.918237736392442,0.918237736392442,0.918237736392442,4.27612264585068
"summary",2,83,0.386747758073318,0.386747758073318,0.386747758073318,3.67835064037221
"summary",1,84,0.140364495814388,0.140364495814388,0.140364495814388,2.88334794778518
"summary",2,84,0.410715411022298,0.410715411022298,0.410715411022298,2.72200958113241
"summary",1,85,2.02631569586425,2.02631569586425,2.02631569586425,3.51534700873365
"summary",2,85,1.74507759694916,1.74507759694916,1.74507759694916,2.86338937334149
"summary",1,86,0.121560574037504,0.121560574037504,0.121560574037504,0.00738848658016378
"summary",2,86,0.215703925096093,0.215703925096093,0.215703925096093,0.0232640916509304
"summary",1,87,3.03615758792894,3.03615758792894,3.03615758792894,9.54973597202318
"summary",2,87,7.69398522298814,7.69398522298814,7.69398522298814,34.2747648015719
"summary",1,88,0.803047241395844,0.803047241395844,0.803047241395844,1.81335944986928
"summary",2,88,0.463034235042587,0.463034235042587,0.463034235042587,1.4518981895189
"summary",1,89,2.17089886331369e-07,2.17089886331369e-07,2.17089886331369e-07,2.35640093736833e-14
"summary",2,89,0.00191817453104941,0.00191817453104941,0.00191817453104941,1.83969676578331e-06
"summary",1,90,0.161261705315813,0.161261705315813,0.161261705315813,2.41708307282771
"summary",2,90,0.346096199557851,0.346096199557851,0.346096199557851,2.25047364783833
"summary",1,91,0.445367866955668,0.445367866955668,0.445367866955668,0.099176268458321
"summary",2,91,8.66186737491062e-05,8.66186737491062e-05,8.66186737491062e-05,3.75139732102705e-09
"summary",1,92,0.633287087856882,0.633287087856882,0.633287087856882,0.200526267823125
"summary",2,92,1.08554959351688,1.08554959351688,1.08554959351688,0.589208959992329
"summary",1,93,0.835568093632625,0.835568093632625,0.835568093632625,0.34908701954843
"summary",2,93,1.72961744936332,1.72961744936332,1.72961744936332,1.49578826057103
"summary",1,94,0.0979600250263694,0.0979600250263694,0.0979600250263694,0.00479808325158346
"summary",2,94,0.274398468223544,0.274398468223544,0.274398468223544,0.0376472596817136
"summary",1,95,0.625527561841679,0.625527561841679,0.625527561841679,2.85975254958928
"summary",2,95,0.0294207225519418,0.0294207225519418,0.0294207225519418,2.44119565459329
"summary",1,96,0.74996614826136,0.74996614826136,0.74996614826136,0.28122461176899
"summary",2,96,0.939799486192898,0.939799486192898,0.939799486192898,0.441611537124218
"summary",1,97,1.5444693645216,1.5444693645216,1.5444693645216,1.19269280897288
"summary",2,97,1.94305623940283,1.94305623940283,1.94305623940283,1.88773377474114
"summary",1,98,0.0115513263538828,0.0115513263538828,0.0115513263538828,6.6716570266954e-05
"summary",2,98,0.0806844229797733,0.0806844229797733,0.0806844229797733,0.00325498805578948
"summary",1,99,0.0398529001302208,0.0398529001302208,0.0398529001302208,0.000794126824394678
"summary",2,99,0.358432395587995,0.358432395587995,0.358432395587995,0.0642368911034746
"summary",1,100,1.46474194990074,1.46474194990074,1.46474194990074,2.57010981470562
"summary",2,100,2.25641112645522,2.25641112645522,2.25641112645522,3.87984366127839
"summary",1,101,1.02939455763448,1.02939455763448,1.02939455763448,3.18873897739633
"summary",2,101,0.446930256716547,0.446930256716547,0.446930256716547,2.54035275113898
"summary",1,102,0.428140740259475,0.428140740259475,0.428140740259475,2.1295761533037
"summary",2,102,0.355947684124947,0.355947684124947,0.355947684124947,1.91834799710204
"summary",1,103,0.260803064891229,0.260803064891229,0.260803064891229,3.465129959905
"summary",2,103,0.300954961988423,0.300954961988423,0.300954961988423,3.22869539593324
"summary",1,104,1.36637405999555,1.36637405999555,1.36637405999555,0.933489035914355
"summary",2,104,1.62636407812773,1.62636407812773,1.62636407812773,1.32253005731214
"summary",1,105,0.0656586124118244,0.0656586124118244,0.0656586124118244,2.05012603754839
"summary",2,105,0.358114413032098,0.358114413032098,0.358114413032098,1.91738929864106
